BHID, XCOLLAR , YCOLLAR , ZCOLLAR 
OC-420-004938,75235.45039,186477.2623,431.2667
OC-420-004939,75241.94556,186476.1366,431.2667
OC-420-004940,75248.35309,186475.3425,431.2667
OC-420-004941,75254.78289,186474.6871,431.2667
OC-420-004942,75261.33415,186473.9517,431.2667
OC-420-004943,75268.04739,186472.7205,431.2667
OC-420-004944,75273.57035,186471.9523,431.2667
OC-420-004945,75273.31431,186476.6364,431.2667
OC-420-004946,75139.75353,186496.27,431.2667
OC-420-004947,75146.18968,186495.4353,431.2667
OC-420-004948,75152.85094,186494.5435,431.2667
OC-420-004949,75159.18065,186493.618,431.2667
OC-420-004950,75165.68836,186492.785,431.2667
OC-420-004951,75172.14153,186491.8526,431.2667
OC-420-004952,75178.68026,186490.7859,431.2667
OC-420-004953,75185.05548,186490.9713,431.2667
OC-420-004954,75191.66943,186489.9653,431.2667
OC-420-004955,75197.88173,186489.1964,431.2667
OC-420-004956,75204.22226,186488.2497,431.2667
OC-420-004957,75210.6361,186487.5708,431.2667
OC-420-004958,75216.79421,186486.8511,431.2667
OC-420-004959,75223.17717,186485.5141,431.2667
OC-420-004960,75229.64313,186484.499,431.2667
OC-420-004961,75236.21485,186483.6534,431.2667
OC-420-004962,75242.6808,186482.6383,431.2667
OC-420-004963,75249.25252,186481.7927,431.2667
OC-420-004964,75255.64594,186481.2684,431.2667
OC-420-004965,75262.16728,186480.3756,431.2667
OC-420-004966,75268.78005,186479.4749,431.2667
OC-420-004967,75275.64663,186477.8167,431.2667
OC-420-004968,75222.95232,186486.1314,431.2667
OC-420-004969,75140.39891,186502.783,431.2667
OC-420-004970,75147.07928,186501.9111,431.2667
OC-420-004971,75153.75964,186501.0392,431.2667
OC-420-004972,75160.10343,186500.2122,431.2667
OC-420-004973,75166.57835,186499.24,431.2667
OC-420-004974,75173.07232,186498.3256,431.2667
OC-420-004975,75179.31771,186497.5785,431.2667
OC-420-004976,75186.04252,186497.4391,431.2667
OC-420-004977,75192.5342,186496.4097,431.2667
OC-420-004978,75198.7616,186495.6535,431.2667
OC-420-004979,75205.11517,186494.7364,431.2667
OC-420-004980,75211.51618,186494.1796,431.2667
OC-420-004981,75217.80115,186493.2396,431.2667
OC-420-004982,75224.08612,186492.2995,431.2667
OC-420-004983,75230.37109,186491.3595,431.2667
OC-420-004984,75243.41604,186489.14,431.2667
OC-420-004985,75250.15195,186488.2429,431.2667
OC-420-004986,75256.509,186487.8497,431.2667
OC-420-004987,75263.00041,186486.7995,431.2667
OC-420-004988,75269.51272,186486.2292,431.2667
OC-420-004989,75274.85139,186482.1953,431.2667
OC-420-004990,75276.38847,186487.7542,431.2667
OC-420-004991,75141.28851,186509.2589,431.2667
OC-420-004992,75147.96888,186508.387,431.2667
OC-420-004993,75154.66835,186507.535,431.2667
OC-420-004994,75161.17179,186506.8772,431.2667
OC-420-004995,75167.46834,186505.6949,431.2667
OC-420-004996,75174.0676,186505.2586,431.2667
OC-420-004997,75180.37286,186503.4683,431.2667
OC-420-004998,75187.02956,186503.9069,431.2667
OC-420-004999,75193.39897,186502.8542,431.2667
OC-420-005000,75199.64147,186502.1106,431.2667
OC-420-005001,75206.00808,186501.223,431.2667
OC-420-005002,75212.37469,186500.3354,431.2667
OC-420-005003,75218.7269,186499.4621,431.2667
OC-420-005004,75225.24801,186498.4764,431.2667
OC-420-005005,75231.46919,186497.6272,431.2667
OC-420-005006,75237.69037,186496.778,431.2667
OC-420-005007,75244.32372,186495.4461,431.2667
OC-420-005008,75251.05138,186494.6932,431.2667
OC-420-005009,75257.35335,186493.9119,431.2667
OC-420-005010,75263.83354,186493.2235,431.2667
OC-420-005011,75270.31876,186492.6343,431.2667
OC-420-005012,75279.7872,186489.9022,431.2667
OC-420-005013,75277.37817,186494.2351,431.2667
OC-420-005014,75142.43864,186517.0837,431.2667
OC-420-005015,75149.25944,186516.8604,431.2667
OC-420-005016,75155.65408,186515.9942,431.2667
OC-420-005017,75162.04873,186515.1281,431.2667
OC-420-005018,75168.44338,186514.262,431.2667
OC-420-005019,75174.92838,186512.9513,431.2667
OC-420-005020,75181.41338,186511.6406,431.2667
OC-420-005021,75187.89838,186510.3299,431.2667
OC-420-005022,75194.26374,186509.2986,431.2667
OC-420-005023,75200.56558,186508.5399,431.2667
OC-420-005024,75206.96644,186507.6507,431.2667
OC-420-005025,75213.26969,186506.7857,431.2667
OC-420-005026,75219.62648,186505.8977,431.2667
OC-420-005027,75225.77954,186505.2151,431.2667
OC-420-005028,75232.30922,186504.0936,431.2667
OC-420-005029,75238.58009,186503.1197,431.2667
OC-420-005030,75244.92967,186502.43,431.2667
OC-420-005031,75251.9508,186501.1434,431.2667
OC-420-005032,75258.2906,186500.4289,431.2667
OC-420-005033,75264.66667,186499.6474,431.2667
OC-420-005034,75271.12481,186499.0395,431.2667
OC-420-005035,75282.00119,186496.693,431.2667
OC-420-005036,75144.64142,186522.1899,431.2667
OC-420-005037,75150.12469,186522.9001,431.2667
OC-420-005038,75156.44235,186522.0748,431.2667
OC-420-005039,75162.75332,186521.179,431.2667
OC-420-005040,75169.20036,186520.4719,431.2667
OC-420-005041,75175.65065,186519.2441,431.2667
OC-420-005042,75182.30233,186518.1398,431.2667
OC-420-005043,75188.76719,186516.753,431.2667
OC-420-005044,75195.12851,186515.7431,431.2667
OC-420-005045,75201.48968,186514.9691,431.2667
OC-420-005046,75207.92481,186514.0783,431.2667
OC-420-005047,75214.1647,186513.2359,431.2667
OC-420-005048,75220.52606,186512.3333,431.2667
OC-420-005049,75226.7516,186511.5676,431.2667
OC-420-005050,75233.22822,186510.5094,431.2667
OC-420-005051,75239.5323,186509.5495,431.2667
OC-420-005052,75245.86547,186508.7686,431.2667
OC-420-005053,75252.03136,186507.8592,431.2667
OC-420-005054,75259.10386,186506.9772,431.2667
OC-420-005055,75265.49979,186506.0713,431.2667
OC-420-005056,75271.70708,186505.4503,431.2667
OC-420-005057,75278.31176,186500.3084,431.2667
OC-420-005058,75282.72091,186502.4219,431.2667
OC-420-005059,75279.09917,186505.5047,431.2667
OC-420-005060,75146.8442,186527.2962,431.2667
OC-420-005061,75150.98994,186528.9398,431.2667
OC-420-005062,75157.23061,186528.1553,431.2667
OC-420-005063,75163.4579,186527.23,431.2667
OC-420-005064,75169.95734,186526.6819,431.2667
OC-420-005065,75176.37292,186525.537,431.2667
OC-420-005066,75183.19128,186524.6389,431.2667
OC-420-005067,75189.63601,186523.1761,431.2667
OC-420-005068,75195.99328,186522.1875,431.2667
OC-420-005069,75202.41378,186521.3984,431.2667
OC-420-005070,75208.88317,186520.506,431.2667
OC-420-005071,75215.0597,186519.6861,431.2667
OC-420-005072,75221.42564,186518.7689,431.2667
OC-420-005073,75227.72366,186517.9202,431.2667
OC-420-005074,75234.14722,186516.9251,431.2667
OC-420-005075,75240.48451,186515.9793,431.2667
OC-420-005076,75246.88564,186515.1713,431.2667
OC-420-005077,75253.63661,186514.1801,431.2667
OC-420-005078,75259.9327,186513.5315,431.2667
OC-420-005079,75266.32885,186512.6821,431.2667
OC-420-005080,75272.74057,186511.8386,431.2667
OC-420-005081,75281.45051,186508.0464,431.2667
OC-420-005082,75149.04697,186532.4024,431.2667
OC-420-005083,75280.4128,186514.1067,431.2667
OC-420-005084,75151.85518,186534.9795,431.2667
OC-420-005085,75158.01887,186534.2358,431.2667
OC-420-005086,75164.16249,186533.2809,431.2667
OC-420-005087,75170.71432,186532.8918,431.2667
OC-420-005088,75177.09519,186531.8298,431.2667
OC-420-005089,75184.08023,186531.138,431.2667
OC-420-005090,75190.50482,186529.5991,431.2667
OC-420-005091,75196.85804,186528.632,431.2667
OC-420-005092,75203.33789,186527.8277,431.2667
OC-420-005093,75209.84153,186526.9336,431.2667
OC-420-005094,75215.95471,186526.1363,431.2667
OC-420-005095,75222.32521,186525.2045,431.2667
OC-420-005096,75228.69571,186524.2727,431.2667
OC-420-005097,75235.06622,186523.3409,431.2667
OC-420-005098,75241.43672,186522.4091,431.2667
OC-420-005099,75247.9058,186521.5741,431.2667
OC-420-005100,75254.42929,186520.6637,431.2667
OC-420-005101,75261.02846,186519.804,431.2667
OC-420-005102,75267.4667,186518.8207,431.2667
OC-420-005103,75274.05855,186518.0156,431.2667
OC-420-005104,75281.23438,186519.4867,431.2667
OC-420-005105,75151.24975,186537.5087,431.2667
OC-420-005106,75152.38863,186541.566,431.2667
OC-420-005107,75158.784,186541.1129,431.2667
OC-420-005108,75165.12514,186540.0809,431.2667
OC-420-005109,75171.4713,186539.1018,431.2667
OC-420-005110,75177.81746,186538.1227,431.2667
OC-420-005111,75184.96919,186537.6372,431.2667
OC-420-005112,75191.37364,186536.0222,431.2667
OC-420-005113,75197.84839,186535.186,431.2667
OC-420-005114,75204.30348,186533.9971,431.2667
OC-420-005115,75211.37464,186534.2857,431.2667
OC-420-005116,75216.84972,186532.5866,431.2667
OC-420-005117,75223.06827,186532.0875,431.2667
OC-420-005118,75229.43657,186530.8579,431.2667
OC-420-005119,75235.80488,186529.6284,431.2667
OC-420-005120,75242.32746,186528.9,431.2667
OC-420-005121,75248.85004,186528.1716,431.2667
OC-420-005122,75255.37262,186527.4432,431.2667
OC-420-005123,75261.8372,186526.3703,431.2667
OC-420-005124,75268.30179,186525.2974,431.2667
OC-420-005125,75274.76638,186524.2245,431.2667
OC-420-005126,75280.73887,186525.1749,431.2667
OC-420-005127,75153.08039,186543.65,431.2667
OC-420-005128,75154.91102,186549.7914,431.2667
OC-420-005129,75159.54913,186547.9899,431.2667
OC-420-005130,75166.08779,186546.881,431.2667
OC-420-005131,75172.62646,186545.772,431.2667
OC-420-005132,75179.16512,186544.6631,431.2667
OC-420-005133,75185.70379,186543.5542,431.2667
OC-420-005134,75192.24246,186542.4452,431.2667
OC-420-005135,75198.83873,186541.74,431.2667
OC-420-005136,75205.435,186541.0347,431.2667
OC-420-005137,75212.03127,186540.3295,431.2667
OC-420-005138,75218.05213,186538.6577,431.2667
OC-420-005139,75224.43458,186537.8666,431.2667
OC-420-005140,75230.81703,186537.0756,431.2667
OC-420-005141,75237.19947,186536.2845,431.2667
OC-420-005142,75243.58192,186535.4934,431.2667
OC-420-005143,75249.96436,186534.7023,431.2667
OC-420-005144,75256.34681,186533.9113,431.2667
OC-420-005145,75262.90225,186532.4791,431.2667
OC-420-005146,75269.33899,186531.5744,431.2667
OC-420-005147,75277.69334,186530.5228,431.2667
OC-420-005148,75156.64341,186555.7572,431.2667
OC-420-005149,75160.52003,186554.0207,431.2667
OC-420-005150,75167.03341,186552.8577,431.2667
OC-420-005151,75173.5468,186551.6947,431.2667
OC-420-005152,75179.99436,186550.7146,431.2667
OC-420-005153,75186.58573,186549.7,431.2667
OC-420-005154,75193.11127,186548.8683,431.2667
OC-420-005155,75199.63681,186548.0366,431.2667
OC-420-005156,75206.16236,186547.2049,431.2667
OC-420-005157,75212.6879,186546.3732,431.2667
OC-420-005158,75218.69348,186545.1976,431.2667
OC-420-005159,75225.08535,186544.2944,431.2667
OC-420-005160,75231.47722,186543.3913,431.2667
OC-420-005161,75237.86909,186542.4882,431.2667
OC-420-005162,75244.26095,186541.585,431.2667
OC-420-005163,75251.24578,186540.5227,431.2667
OC-420-005164,75257.18623,186540.4226,431.2667
OC-420-005165,75263.80687,186538.9158,431.2667
OC-420-005166,75270.24361,186538.0112,431.2667
OC-420-005167,75274.64781,186535.8706,431.2667
OC-420-005168,75271.82903,186541.5967,431.2667
OC-420-005169,75158.3758,186561.7231,431.2667
OC-420-005170,75161.49093,186560.0514,431.2667
OC-420-005171,75167.98298,186559.0349,431.2667
OC-420-005172,75174.47503,186558.0184,431.2667
OC-420-005173,75180.96708,186557.0019,431.2667
OC-420-005174,75187.39914,186556.6596,431.2667
OC-420-005175,75193.98009,186555.2913,431.2667
OC-420-005176,75200.4349,186554.3332,431.2667
OC-420-005177,75206.88972,186553.3751,431.2667
OC-420-005178,75213.34453,186552.4169,431.2667
OC-420-005179,75219.70916,186551.695,431.2667
OC-420-005180,75226.07379,186550.9732,431.2667
OC-420-005181,75232.42081,186549.9148,431.2667
OC-420-005182,75238.8312,186549.0431,431.2667
OC-420-005183,75245.48489,186547.7788,431.2667
OC-420-005184,75252.36622,186546.9365,431.2667
OC-420-005185,75258.2083,186546.3791,431.2667
OC-420-005186,75264.7115,186545.3526,431.2667
OC-420-005187,75269.03632,186547.2637,431.2667
OC-420-005188,75159.94729,186567.9722,431.2667
OC-420-005189,75162.42923,186566.727,431.2667
OC-420-005190,75168.91283,186565.4473,431.2667
OC-420-005191,75175.40683,186564.4943,431.2667
OC-420-005192,75181.90083,186563.5412,431.2667
OC-420-005193,75188.35318,186563.0074,431.2667
OC-420-005194,75194.82803,186561.7299,431.2667
OC-420-005195,75201.24214,186560.8324,431.2667
OC-420-005196,75207.62165,186559.6465,431.2667
OC-420-005197,75214.00116,186558.4607,431.2667
OC-420-005198,75220.38796,186557.7211,431.2667
OC-420-005199,75226.77475,186556.9815,431.2667
OC-420-005200,75233.16154,186556.2419,431.2667
OC-420-005201,75239.54834,186555.5024,431.2667
OC-420-005202,75246.47575,186554.2144,431.2667
OC-420-005203,75253.48666,186553.3503,431.2667
OC-420-005204,75259.6593,186552.5583,431.2667
OC-420-005205,75266.12392,186552.8939,431.2667
OC-420-005206,75161.54366,186573.7724,431.2667
OC-420-005207,75163.8259,186572.7892,431.2667
OC-420-005208,75169.84268,186571.8597,431.2667
OC-420-005209,75176.33863,186570.9701,431.2667
OC-420-005210,75182.83457,186570.0806,431.2667
OC-420-005211,75189.30722,186569.3553,431.2667
OC-420-005212,75195.67598,186568.1684,431.2667
OC-420-005213,75202.19397,186567.2265,431.2667
OC-420-005214,75208.59545,186566.1057,431.2667
OC-420-005215,75214.99693,186564.9849,431.2667
OC-420-005216,75227.84993,186563.4621,431.2667
OC-420-005217,75234.19379,186562.6094,431.2667
OC-420-005218,75240.6239,186561.7751,431.2667
OC-420-005219,75247.4666,186560.6499,431.2667
OC-420-005220,75254.6071,186559.7641,431.2667
OC-420-005221,75260.22984,186558.9863,431.2667
OC-420-005222,75263.50376,186557.9414,431.2667
OC-420-005223,75259.97968,186563.2268,431.2667
OC-420-005224,75164.10238,186579.871,431.2667
OC-420-005225,75170.77253,186578.272,431.2667
OC-420-005226,75177.27042,186577.446,431.2667
OC-420-005227,75183.76832,186576.6199,431.2667
OC-420-005228,75190.26126,186575.7032,431.2667
OC-420-005229,75196.52393,186574.6069,431.2667
OC-420-005230,75203.1458,186573.6207,431.2667
OC-420-005231,75209.56926,186572.5649,431.2667
OC-420-005232,75215.99271,186571.5092,431.2667
OC-420-005233,75222.73147,186570.8425,431.2667
OC-420-005234,75228.9251,186569.9428,431.2667
OC-420-005235,75235.22603,186568.9768,431.2667
OC-420-005236,75241.69946,186568.0478,431.2667
OC-420-005237,75248.45746,186567.0854,431.2667
OC-420-005238,75255.72754,186566.1779,431.2667
OC-420-005239,75255.77278,186568.8014,431.2667
OC-420-005240,75165.64508,186585.7393,431.2667
OC-420-005241,75171.70237,186584.6844,431.2667
OC-420-005242,75178.20222,186583.9218,431.2667
OC-420-005243,75184.70206,186583.1593,431.2667
OC-420-005244,75191.2153,186582.051,431.2667
OC-420-005245,75197.37188,186581.0455,431.2667
OC-420-005246,75204.09764,186580.0148,431.2667
OC-420-005247,75210.54306,186579.0241,431.2667
OC-420-005248,75216.98848,186578.0334,431.2667
OC-420-005249,75223.59156,186577.2373,431.2667
OC-420-005250,75230.00028,186576.4234,431.2667
OC-420-005251,75236.25828,186575.3443,431.2667
OC-420-005252,75242.77502,186574.3205,431.2667
OC-420-005253,75249.38586,186573.5186,431.2667
OC-420-005254,75252.19682,186572.7443,431.2667
OC-420-005255,75167.75252,186591.4166,431.2667
OC-420-005256,75173.03955,186590.5463,431.2667
OC-420-005257,75179.07518,186590.3713,431.2667
OC-420-005258,75185.53406,186589.2176,431.2667
OC-420-005259,75198.51117,186587.5124,431.2667
OC-420-005260,75205.04947,186586.4089,431.2667
OC-420-005261,75211.51686,186585.4833,431.2667
OC-420-005262,75217.98425,186584.5577,431.2667
OC-420-005263,75224.45165,186583.632,431.2667
OC-420-005264,75231.07546,186582.904,431.2667
OC-420-005265,75237.29052,186581.7117,431.2667
OC-420-005266,75243.18203,186580.8038,431.2667
OC-420-005267,75249.05597,186578.7518,431.2667
OC-420-005268,75247.37123,186581.8948,431.2667
OC-420-005269,75170.13184,186596.4448,431.2667
OC-420-005270,75174.37673,186596.4082,431.2667
OC-420-005271,75179.94815,186596.8208,431.2667
OC-420-005272,75186.36606,186595.2759,431.2667
OC-420-005273,75193.51357,186595.1313,431.2667
OC-420-005274,75199.65046,186593.9793,431.2667
OC-420-005275,75205.91153,186592.9426,431.2667
OC-420-005276,75212.31703,186592.0763,431.2667
OC-420-005277,75218.86355,186591.0575,431.2667
OC-420-005278,75225.34462,186590.0248,431.2667
OC-420-005279,75232.08252,186589.2361,431.2667
OC-420-005280,75238.32277,186588.0791,431.2667
OC-420-005281,75244.45753,186587.7367,431.2667
OC-420-005282,75173.73466,186601.4576,431.2667
OC-420-005283,75177.40793,186606.529,431.2667
OC-420-005284,75187.96519,186602.7373,431.2667
OC-420-005285,75193.98376,186601.7178,431.2667
OC-420-005286,75200.49428,186600.5918,431.2667
OC-420-005287,75206.77599,186599.4229,431.2667
OC-420-005288,75213.1172,186598.6694,431.2667
OC-420-005289,75219.66075,186597.6159,431.2667
OC-420-005290,75226.2376,186596.4176,431.2667
OC-420-005291,75232.92752,186595.5788,431.2667
OC-420-005292,75235.92332,186597.08,431.2667
OC-420-005293,75240.47912,186593.0316,431.2667
OC-420-005294,75221.49098,186603.1419,431.2667
OC-420-005295,75228.02898,186599.7112,431.2667
OC-420-005296,75182.41482,186608.6405,431.2667
OC-420-005297,75188.35335,186609.8196,431.2667
OC-420-005298,75195.0561,186608.3561,431.2667
OC-420-005299,75201.3381,186607.2044,431.2667
OC-420-005300,75207.64044,186605.9031,431.2667
OC-420-005301,75213.91737,186605.2624,431.2667
OC-420-005302,75220.25725,186606.6798,431.2667
OC-420-005303,75225.67463,186603.8894,431.2667
OC-420-005304,75231.45376,186600.8429,431.2667
OC-420-005305,75181.47305,186611.6914,431.2667
OC-420-005306,75202.01486,186612.5461,431.2667
OC-420-005307,75188.43744,186612.8373,431.2667
OC-420-005308,75194.55448,186613.4157,431.2667
OC-420-005309,75200.71867,186614.4934,431.2667
OC-420-005310,75208.07779,186612.0164,431.2667
OC-420-005311,75214.6211,186609.2441,431.2667
OC-430-000001,75135.29982,185469.1678,441.2667
OC-430-000002,75141.72127,185467.6584,441.2667
OC-430-000003,75147.95834,185466.3106,441.2667
OC-430-000004,75154.42737,185464.9873,441.2667
OC-430-000005,75161.01179,185463.9262,441.2667
OC-430-000006,75167.12181,185463.0461,441.2667
OC-430-000007,75179.69448,185463.6426,441.2667
OC-430-000008,75111.43482,185479.2697,441.2667
OC-430-000009,75117.20945,185476.3588,441.2667
OC-430-000010,75123.21068,185475.8224,441.2667
OC-430-000011,75129.16479,185474.8999,441.2667
OC-430-000012,75135.85849,185474.1591,441.2667
OC-430-000013,75142.6574,185473.3286,441.2667
OC-430-000014,75149.07256,185472.3841,441.2667
OC-430-000015,75155.25889,185471.3612,441.2667
OC-430-000016,75161.71717,185470.3678,441.2667
OC-430-000017,75168.20103,185469.5566,441.2667
OC-430-000018,75174.63303,185468.6812,441.2667
OC-430-000019,75179.68029,185468.141,441.2667
OC-430-000020,75186.69245,185467.3288,441.2667
OC-430-000021,75192.6965,185465.4142,441.2667
OC-430-000022,75199.51188,185465.6916,441.2667
OC-430-000023,75205.90407,185467.3782,441.2667
OC-430-000024,75212.47934,185468.5891,441.2667
OC-430-000025,75091.94203,185489.2854,441.2667
OC-430-000026,75098.19035,185485.6296,441.2667
OC-430-000027,75104.504,185483.15,441.2667
OC-430-000028,75111.52811,185483.4948,441.2667
OC-430-000029,75117.74438,185482.4417,441.2667
OC-430-000030,75123.94452,185482.0601,441.2667
OC-430-000031,75129.89863,185481.1376,441.2667
OC-430-000032,75137.01511,185480.0518,441.2667
OC-430-000033,75143.27278,185479.765,441.2667
OC-430-000034,75149.68794,185478.8205,441.2667
OC-430-000035,75156.08846,185477.8939,441.2667
OC-430-000036,75162.48898,185476.9672,441.2667
OC-430-000037,75168.8895,185476.0405,441.2667
OC-430-000038,75175.5325,185475.0812,441.2667
OC-430-000039,75181.69055,185474.1872,441.2667
OC-430-000040,75187.96104,185472.2134,441.2667
OC-430-000041,75194.44211,185472.0428,441.2667
OC-430-000042,75200.92319,185471.8722,441.2667
OC-430-000043,75207.40426,185471.7016,441.2667
OC-430-000044,75213.49822,185471.7234,441.2667
OC-430-000045,75218.7699,185470.1114,441.2667
OC-430-000046,75225.07632,185471.6957,441.2667
OC-430-000047,75228.13448,185472.3045,441.2667
OC-430-000048,75079.75145,185497.4538,441.2667
OC-430-000049,75086.45287,185493.313,441.2667
OC-430-000050,75092.97598,185492.8318,441.2667
OC-430-000051,75098.93796,185491.9653,441.2667
OC-430-000052,75106.17742,185489.5698,441.2667
OC-430-000053,75112.2617,185489.9228,441.2667
OC-430-000054,75118.58352,185488.5851,441.2667
OC-430-000055,75124.67836,185488.2978,441.2667
OC-430-000056,75130.82217,185487.5057,441.2667
OC-430-000057,75137.48904,185487.1329,441.2667
OC-430-000058,75143.89618,185486.1949,441.2667
OC-430-000059,75150.30333,185485.257,441.2667
OC-430-000060,75156.71048,185484.319,441.2667
OC-430-000061,75163.11762,185483.381,441.2667
OC-430-000062,75169.63585,185482.4078,441.2667
OC-430-000063,75175.78515,185481.4008,441.2667
OC-430-000064,75181.93445,185480.3938,441.2667
OC-430-000065,75188.55374,185479.8348,441.2667
OC-430-000066,75195.14131,185479.1518,441.2667
OC-430-000067,75201.65525,185478.4648,441.2667
OC-430-000068,75208.1692,185477.7779,441.2667
OC-430-000069,75214.47974,185476.6288,441.2667
OC-430-000070,75220.61389,185476.2177,441.2667
OC-430-000071,75227.01902,185476.0502,441.2667
OC-430-000072,75230.70143,185474.7325,441.2667
OC-430-000073,75068.5639,185506.0524,441.2667
OC-430-000074,75074.55317,185501.976,441.2667
OC-430-000075,75080.9354,185501.0005,441.2667
OC-430-000076,75087.41911,185500.2559,441.2667
OC-430-000077,75093.90282,185499.5113,441.2667
OC-430-000078,75100.38652,185498.7666,441.2667
OC-430-000079,75106.81716,185495.8492,441.2667
OC-430-000080,75113.02565,185495.6443,441.2667
OC-430-000081,75119.42266,185494.7284,441.2667
OC-430-000082,75125.4122,185494.5355,441.2667
OC-430-000083,75131.74571,185493.8738,441.2667
OC-430-000084,75139.33642,185493.5711,441.2667
OC-430-000085,75145.55355,185492.5322,441.2667
OC-430-000086,75151.7561,185491.7453,441.2667
OC-430-000087,75157.95865,185490.9584,441.2667
OC-430-000088,75164.37693,185489.8519,441.2667
OC-430-000089,75170.36376,185489.3845,441.2667
OC-430-000090,75176.56631,185488.5976,441.2667
OC-430-000091,75182.76886,185487.8107,441.2667
OC-430-000092,75188.97142,185487.0238,441.2667
OC-430-000093,75195.28659,185486.6889,441.2667
OC-430-000094,75202.86363,185485.0699,441.2667
OC-430-000095,75209.01212,185484.0523,441.2667
OC-430-000096,75215.47354,185483.4318,441.2667
OC-430-000097,75221.90552,185482.1513,441.2667
OC-430-000098,75228.01646,185481.4076,441.2667
OC-430-000099,75234.12739,185480.6639,441.2667
OC-430-000100,75242.69168,185479.9237,441.2667
OC-430-000101,75248.44435,185483.1568,441.2667
OC-430-000102,75068.80409,185509.489,441.2667
OC-430-000103,75075.18529,185508.5314,441.2667
OC-430-000104,75081.56648,185507.5739,441.2667
OC-430-000105,75087.84235,185506.7562,441.2667
OC-430-000106,75094.76051,185505.902,441.2667
OC-430-000107,75101.16882,185505.0289,441.2667
OC-430-000108,75107.91005,185502.4177,441.2667
OC-430-000109,75113.65572,185501.7788,441.2667
OC-430-000110,75120.26179,185500.8718,441.2667
OC-430-000111,75126.28168,185501.0123,441.2667
OC-430-000112,75132.66926,185500.242,441.2667
OC-430-000113,75140.40741,185499.7435,441.2667
OC-430-000114,75146.61612,185498.9401,441.2667
OC-430-000115,75152.82484,185498.1367,441.2667
OC-430-000116,75159.03355,185497.3333,441.2667
OC-430-000117,75165.24227,185496.5299,441.2667
OC-430-000118,75171.45099,185495.7265,441.2667
OC-430-000119,75177.6597,185494.9231,441.2667
OC-430-000120,75183.86842,185494.1197,441.2667
OC-430-000121,75190.40146,185493.3709,441.2667
OC-430-000122,75196.71663,185493.036,441.2667
OC-430-000123,75203.79101,185491.6192,441.2667
OC-430-000124,75209.98168,185490.2761,441.2667
OC-430-000125,75216.45516,185489.815,441.2667
OC-430-000126,75222.95965,185488.6449,441.2667
OC-430-000127,75229.04318,185487.857,441.2667
OC-430-000128,75235.48961,185486.671,441.2667
OC-430-000129,75241.93604,185485.485,441.2667
OC-430-000130,75249.10665,185486.5483,441.2667
OC-430-000131,75069.73771,185515.8271,441.2667
OC-430-000132,75076.13473,185514.9081,441.2667
OC-430-000133,75082.53174,185513.9891,441.2667
OC-430-000134,75088.84978,185513.175,441.2667
OC-430-000135,75095.6182,185512.2927,441.2667
OC-430-000136,75101.94938,185511.2765,441.2667
OC-430-000137,75108.59676,185508.3593,441.2667
OC-430-000138,75114.3095,185507.5993,441.2667
OC-430-000139,75120.97175,185507.2342,441.2667
OC-430-000140,75127.15116,185507.4892,441.2667
OC-430-000141,75133.55273,185506.6964,441.2667
OC-430-000142,75140.9893,185506.3989,441.2667
OC-430-000143,75147.6406,185505.3056,441.2667
OC-430-000144,75153.81737,185504.4432,441.2667
OC-430-000145,75159.99415,185503.5808,441.2667
OC-430-000146,75166.17092,185502.7184,441.2667
OC-430-000147,75172.07401,185501.5511,441.2667
OC-430-000148,75178.62368,185500.9883,441.2667
OC-430-000149,75184.89967,185500.1206,441.2667
OC-430-000150,75191.43178,185499.1954,441.2667
OC-430-000151,75197.74696,185498.8605,441.2667
OC-430-000152,75204.71838,185498.1684,441.2667
OC-430-000153,75210.95123,185496.5,441.2667
OC-430-000154,75217.43677,185496.1981,441.2667
OC-430-000155,75224.01378,185495.1386,441.2667
OC-430-000156,75230.12314,185494.1492,441.2667
OC-430-000157,75236.68934,185493.3919,441.2667
OC-430-000158,75243.2079,185492.5226,441.2667
OC-430-000159,75249.72647,185491.6533,441.2667
OC-430-000160,75256.24504,185490.7839,441.2667
OC-430-000161,75070.67132,185522.1652,441.2667
OC-430-000162,75077.08416,185521.2848,441.2667
OC-430-000163,75083.49701,185520.4043,441.2667
OC-430-000164,75089.8572,185519.5938,441.2667
OC-430-000165,75096.47589,185518.6834,441.2667
OC-430-000166,75102.72994,185517.524,441.2667
OC-430-000167,75108.51588,185514.0331,441.2667
OC-430-000168,75114.96329,185513.4198,441.2667
OC-430-000169,75121.6817,185513.5966,441.2667
OC-430-000170,75128.02064,185513.9661,441.2667
OC-430-000171,75134.4362,185513.1509,441.2667
OC-430-000172,75141.24361,185512.4255,441.2667
OC-430-000173,75147.68503,185511.5154,441.2667
OC-430-000174,75154.12645,185510.6054,441.2667
OC-430-000175,75160.56786,185509.6953,441.2667
OC-430-000176,75166.97026,185508.8227,441.2667
OC-430-000177,75173.32423,185507.7883,441.2667
OC-430-000178,75179.77506,185507.0773,441.2667
OC-430-000179,75186.17746,185506.2047,441.2667
OC-430-000180,75192.57985,185505.332,441.2667
OC-430-000181,75198.89503,185504.9971,441.2667
OC-430-000182,75205.54433,185504.215,441.2667
OC-430-000183,75211.75181,185503.5711,441.2667
OC-430-000184,75218.41839,185502.5813,441.2667
OC-430-000185,75224.6361,185501.8324,441.2667
OC-430-000186,75231.20309,185500.4413,441.2667
OC-430-000187,75237.80262,185499.5135,441.2667
